id,nome_poco,fase,tipo_poco,lda,diametro_fase,metragem,nfases
4916,20F52B,2,DIRECIONAL,61,26,342,4
4917,20F52B,3,DIRECIONAL,61,17 1/2,1218,4
4918,20F52B,4,DIRECIONAL,61,12 1/4,1596,4
4919,69EO90,1,HORIZONTAL,0,17 1/2,405,3
4920,69EO90,2,HORIZONTAL,0,12 1/4,764,3
4921,69EO90,3,HORIZONTAL,0,8 1/2,629,3
4922,63DQ41,1,HORIZONTAL,0,8 1/2,620,1
4923,GHZ95Y,1,HORIZONTAL,402,12 1/4,436,2
4924,GHZ95Y,2,HORIZONTAL,402,8 1/2,1162,2
4925,LC9639,1,HORIZONTAL,402,8 1/2,360,2
4926,LC9639,2,HORIZONTAL,402,6 1/8,986,2
4927,D19X97,1,HORIZONTAL,294,12 1/4,2576,1
4928,8V624Z,1,HORIZONTAL,288,12 1/4,164,2
4929,8V624Z,2,HORIZONTAL,288,8 1/2,979,2
4930,4C8F23,1,HORIZONTAL,542,12 1/4,1574,2
4931,4C8F23,2,HORIZONTAL,542,8 1/2,1930,2
4932,MU293X,1,DIRECIONAL,117,26,417,4
4933,MU293X,2,DIRECIONAL,117,17 1/2,1669,4
4934,MU293X,3,DIRECIONAL,117,12 1/4,964,4
4935,MU293X,4,DIRECIONAL,117,8 1/2,852,4
4936,ZB66L7,1,DIRECIONAL,142,26,317,4
4937,ZB66L7,2,DIRECIONAL,142,17 1/2,1491,4
4938,ZB66L7,3,DIRECIONAL,142,12 1/4,920,4
4939,ZB66L7,4,DIRECIONAL,142,8 1/2,671,4
4940,I8I7RA,1,DIRECIONAL,142,26,233,6
4941,I8I7RA,2,DIRECIONAL,142,17 1/2,1574,6
4942,I8I7RA,3,DIRECIONAL,142,12 1/4,911,6
4943,I8I7RA,4,DIRECIONAL,142,8 1/2,308,6
4944,I8I7RA,5,DIRECIONAL,142,12 1/4,165,6
4945,I8I7RA,6,DIRECIONAL,142,8 1/2,326,6
4946,4T0RO5,1,DIRECIONAL,142,26,233,4
4947,4T0RO5,2,DIRECIONAL,142,17 1/2,1500,4
4948,4T0RO5,3,DIRECIONAL,142,12 1/4,728,4
4949,4T0RO5,4,DIRECIONAL,142,8 1/2,665,4
4950,P5H3M6,1,DIRECIONAL,117,26,283,6
4951,P5H3M6,2,DIRECIONAL,117,17 1/2,1312,6
4952,P5H3M6,3,DIRECIONAL,117,12 1/4,1126,6
4953,P5H3M6,4,DIRECIONAL,117,8 1/2,39,6
4954,P5H3M6,5,DIRECIONAL,117,8 15/32,19,6
4955,P5H3M6,6,DIRECIONAL,117,8 1/2,733,6
4956,MJJ9EO,1,DIRECIONAL,168,26,320,4
4957,MJJ9EO,2,DIRECIONAL,168,17 1/2,1492,4
4958,MJJ9EO,3,DIRECIONAL,168,12 1/4,1585,4
4959,MJJ9EO,4,DIRECIONAL,168,8 1/2,592,4
4960,R5Y3V2,1,DIRECIONAL,142,26,315,8
4961,R5Y3V2,2,DIRECIONAL,142,17 1/2,1468,8
4962,R5Y3V2,3,DIRECIONAL,142,12 1/4,819,8
4963,R5Y3V2,4,DIRECIONAL,142,8 1/2,248,8
4964,R5Y3V2,5,DIRECIONAL,142,8 15/32,9,8
4965,R5Y3V2,6,DIRECIONAL,142,8 1/2,132,8
4966,R5Y3V2,7,DIRECIONAL,142,8 15/32,12,8
4967,R5Y3V2,8,DIRECIONAL,142,8 1/2,334,8
4968,LY4U37,1,DIRECIONAL,117,26,40,6
4969,LY4U37,2,DIRECIONAL,117,17 1/2,144,6
4970,LY4U37,3,DIRECIONAL,117,26,88,6
4971,LY4U37,4,DIRECIONAL,117,17 1/2,1600,6
4972,LY4U37,5,DIRECIONAL,117,12 1/4,1158,6
4973,LY4U37,6,DIRECIONAL,117,8 1/2,907,6
4974,NQY904,1,DIRECIONAL,117,17 1/2,1655,3
4975,NQY904,2,DIRECIONAL,117,12 1/4,1206,3
4976,NQY904,3,DIRECIONAL,117,8 1/2,959,3
4977,324474,1,DIRECIONAL,142,26,315,4
4978,324474,2,DIRECIONAL,142,17 1/2,1388,4
4979,324474,3,DIRECIONAL,142,12 1/4,1207,4
4980,324474,4,DIRECIONAL,142,8 1/2,735,4
4981,K7L96J,1,DIRECIONAL,117,26,341,6
4982,K7L96J,2,DIRECIONAL,117,17 1/2,1647,6
4983,K7L96J,3,DIRECIONAL,117,12 1/4,1187,6
4984,K7L96J,4,DIRECIONAL,117,8 1/2,551,6
4985,K7L96J,5,DIRECIONAL,117,8 15/32,8,6
4986,K7L96J,6,DIRECIONAL,117,8 1/2,279,6
4987,WMCHQL,1,DIRECIONAL,142,26,315,4
4988,WMCHQL,2,DIRECIONAL,142,17 1/2,1541,4
4989,WMCHQL,3,DIRECIONAL,142,12 1/4,1287,4
4990,WMCHQL,4,DIRECIONAL,142,8 1/2,513,4
4991,F13KFH,1,DIRECIONAL,142,8 1/2,497,1
4992,8IAAXX,1,DIRECIONAL,117,26,341,4
4993,8IAAXX,2,DIRECIONAL,117,17 1/2,1510,4
4994,8IAAXX,3,DIRECIONAL,117,12 1/4,1060,4
4995,8IAAXX,4,DIRECIONAL,117,8 1/2,727,4
4996,DPP3S5,1,DIRECIONAL,142,26,320,4
4997,DPP3S5,2,DIRECIONAL,142,17 1/2,1267,4
4998,DPP3S5,3,DIRECIONAL,142,12 1/4,1002,4
4999,DPP3S5,4,DIRECIONAL,142,8 1/2,658,4
5000,3VO1YK,1,DIRECIONAL,142,26,324,4
5001,3VO1YK,2,DIRECIONAL,142,17 1/2,1488,4
5002,3VO1YK,3,DIRECIONAL,142,12 1/4,965,4
5003,3VO1YK,4,DIRECIONAL,142,8 1/2,681,4
5004,P3NJOX,1,DIRECIONAL,142,26,315,4
5005,P3NJOX,2,DIRECIONAL,142,17 1/2,1500,4
5006,P3NJOX,3,DIRECIONAL,142,12 1/4,958,4
5007,P3NJOX,4,DIRECIONAL,142,8 1/2,712,4
5008,U57RXL,1,DIRECIONAL,142,17 1/2,1281,3
5009,U57RXL,2,DIRECIONAL,142,12 1/4,1054,3
5010,U57RXL,3,DIRECIONAL,142,8 1/2,432,3
5011,G87FXP,1,DIRECIONAL,142,17 1/2,1488,4
5012,G87FXP,2,DIRECIONAL,142,12 1/4,1450,4
5013,G87FXP,3,DIRECIONAL,142,8 1/2,389,4
5014,G87FXP,4,DIRECIONAL,142,6 1/8,316,4
5015,V8115E,1,DIRECIONAL,117,26,297,4
5016,V8115E,2,DIRECIONAL,117,17 1/2,1412,4
5017,V8115E,3,DIRECIONAL,117,12 1/4,1928,4
5018,V8115E,4,DIRECIONAL,117,8 1/2,429,4
5019,BZ9B84,1,HORIZONTAL,1450,36,45,3
5020,BZ9B84,2,HORIZONTAL,1450,20,617,3
5021,BZ9B84,3,HORIZONTAL,1450,14 3/4,1018,3
5022,8W65XK,1,HORIZONTAL,1450,14 3/4,177,2
5023,8W65XK,2,HORIZONTAL,1450,9 1/2,1070,2
5024,7592H4,1,HORIZONTAL,1467,14 3/4,282,2
5025,7592H4,2,HORIZONTAL,1467,9 1/2,1021,2
5026,5I78RP,1,HORIZONTAL,1471,20,660,3
5027,5I78RP,2,HORIZONTAL,1471,14 3/4,760,3
5028,5I78RP,3,HORIZONTAL,1471,9 1/2,1005,3
5029,H7S2RR,1,HORIZONTAL,750,36,37,5
5030,H7S2RR,2,HORIZONTAL,750,26,480,5
5031,H7S2RR,3,HORIZONTAL,750,16,1064,5
5032,H7S2RR,4,HORIZONTAL,750,12 1/4,1549,5
5033,H7S2RR,5,HORIZONTAL,750,8 1/2,988,5
5034,L18175,1,HORIZONTAL,634,36,60,5
5035,L18175,2,HORIZONTAL,634,26,470,5
5036,L18175,3,HORIZONTAL,634,16,989,5
5037,L18175,4,HORIZONTAL,634,12 1/4,1450,5
5038,L18175,5,HORIZONTAL,634,8 1/2,1185,5
5039,5IOKU0,1,HORIZONTAL,460,12 1/4,391,1
5040,17IY09,1,HORIZONTAL,460,12 1/4,203,2
5041,17IY09,2,HORIZONTAL,460,8 1/2,857,2
5042,70Q1ET,1,HORIZONTAL,885,36,37,5
5043,70Q1ET,2,HORIZONTAL,885,26,480,5
5044,70Q1ET,3,HORIZONTAL,885,16,755,5
5045,70Q1ET,4,HORIZONTAL,885,12 1/4,1565,5
5046,70Q1ET,5,HORIZONTAL,885,8 1/2,1137,5
5047,787IAL,1,DIRECIONAL,255,26,377,4
5048,787IAL,2,DIRECIONAL,255,17 1/2,876,4
5049,787IAL,3,DIRECIONAL,255,12 1/4,1064,4
5050,787IAL,4,DIRECIONAL,255,8 1/2,251,4
5051,C988RC,1,DIRECIONAL,251,26,327,4
5052,C988RC,2,DIRECIONAL,251,17 1/2,924,4
5053,C988RC,3,DIRECIONAL,251,12 1/4,1141,4
5054,C988RC,4,DIRECIONAL,251,8 1/2,197,4
5055,F6WJJZ,1,DIRECIONAL,180,26,332,1
5056,0F39V1,1,DIRECIONAL,180,26,304,4
5057,0F39V1,2,DIRECIONAL,180,17 1/2,1087,4
5058,0F39V1,3,DIRECIONAL,180,12 1/4,1152,4
5059,0F39V1,4,DIRECIONAL,180,8 1/2,238,4
5060,HW6S14,1,HORIZONTAL,0,12 1/4,524,2
5061,HW6S14,2,HORIZONTAL,0,8 1/2,426,2
5062,83W4W9,1,HORIZONTAL,0,8 1/2,209,2
5063,83W4W9,2,HORIZONTAL,0,6 1/8,0,2
5064,C6EJ21,1,VERTICAL,0,12 1/4,300,2
5065,C6EJ21,2,VERTICAL,0,8 1/2,382,2
5066,O0PDUR,1,DIRECIONAL,152,26,330,5
5067,O0PDUR,2,DIRECIONAL,152,17 1/2,1817,5
5068,O0PDUR,3,DIRECIONAL,152,12 1/4,2098,5
5069,O0PDUR,4,DIRECIONAL,152,8 1/2,1013,5
5070,O0PDUR,5,DIRECIONAL,152,5 7/8,0,5
5071,I932AF,1,DIRECIONAL,152,36,93,5
5072,I932AF,2,DIRECIONAL,152,26,252,5
5073,I932AF,3,DIRECIONAL,152,17 1/2,1721,5
5074,I932AF,4,DIRECIONAL,152,12 1/4,2121,5
5075,I932AF,5,DIRECIONAL,152,8 1/2,980,5
5076,4K7K18,1,DIRECIONAL,151,26,289,4
5077,4K7K18,2,DIRECIONAL,151,17 1/2,1798,4
5078,4K7K18,3,DIRECIONAL,151,12 1/4,2088,4
5079,4K7K18,4,DIRECIONAL,151,8 1/2,988,4
5080,DJ32N9,1,DIRECIONAL,88,17 1/2,1692,3
5081,DJ32N9,2,DIRECIONAL,88,12 1/4,1336,3
5082,DJ32N9,3,DIRECIONAL,88,8 1/2,223,3
5083,93LZD0,1,DIRECIONAL,87,26,382,4
5084,93LZD0,2,DIRECIONAL,87,17 1/2,1312,4
5085,93LZD0,3,DIRECIONAL,87,12 1/4,783,4
5086,93LZD0,4,DIRECIONAL,87,8 1/2,642,4
5087,S89G6C,1,DIRECIONAL,87,26,382,4
5088,S89G6C,2,DIRECIONAL,87,17 1/2,1392,4
5089,S89G6C,3,DIRECIONAL,87,12 1/4,869,4
5090,S89G6C,4,DIRECIONAL,87,8 1/2,818,4
5091,FZNAVX,1,DIRECIONAL,87,17 1/2,1421,3
5092,FZNAVX,2,DIRECIONAL,87,12 1/4,766,3
5093,FZNAVX,3,DIRECIONAL,87,8 1/2,721,3
5094,X360X4,1,DIRECIONAL,86,26,58,6
5095,X360X4,2,DIRECIONAL,86,17 1/2,66,6
5096,X360X4,3,DIRECIONAL,86,26,72,6
5097,X360X4,4,DIRECIONAL,86,17 1/2,1534,6
5098,X360X4,5,DIRECIONAL,86,12 1/4,1600,6
5099,X360X4,6,DIRECIONAL,86,8 1/2,255,6
5100,174PGK,1,DIRECIONAL,86,26,147,4
5101,174PGK,2,DIRECIONAL,86,17 1/2,1510,4
5102,174PGK,3,DIRECIONAL,86,12 1/4,1457,4
5103,174PGK,4,DIRECIONAL,86,8 1/2,270,4
5104,76T6US,1,DIRECIONAL,86,26,195,4
5105,76T6US,2,DIRECIONAL,86,17 1/2,1224,4
5106,76T6US,3,DIRECIONAL,86,12 1/4,1474,4
5107,76T6US,4,DIRECIONAL,86,8 1/2,368,4
5108,86Q809,1,DIRECIONAL,86,26,195,4
5109,86Q809,2,DIRECIONAL,86,17 1/2,1441,4
5110,86Q809,3,DIRECIONAL,86,12 1/4,1697,4
5111,86Q809,4,DIRECIONAL,86,8 1/2,202,4
5112,90Q842,1,DIRECIONAL,86,26,195,4
5113,90Q842,2,DIRECIONAL,86,17 1/2,1311,4
5114,90Q842,3,DIRECIONAL,86,12 1/4,1384,4
5115,90Q842,4,DIRECIONAL,86,8 1/2,209,4
5116,FQ6Z2R,1,DIRECIONAL,86,26,207,5
5117,FQ6Z2R,2,DIRECIONAL,86,17 1/2,1568,5
5118,FQ6Z2R,3,DIRECIONAL,86,12 1/4,1219,5
5119,FQ6Z2R,4,DIRECIONAL,86,8 1/2,332,5
5120,FQ6Z2R,5,DIRECIONAL,86,6 1/8,191,5
5121,D0Y15R,1,DIRECIONAL,86,26,190,5
5122,D0Y15R,2,DIRECIONAL,86,17 1/2,1637,5
5123,D0Y15R,3,DIRECIONAL,86,12 1/4,1016,5
5124,D0Y15R,4,DIRECIONAL,86,8 1/2,290,5
5125,D0Y15R,5,DIRECIONAL,86,6 1/2,216,5
5126,A53160,1,DIRECIONAL,86,26,192,5
5127,A53160,2,DIRECIONAL,86,17 1/2,1606,5
5128,A53160,3,DIRECIONAL,86,12 1/4,935,5
5129,A53160,4,DIRECIONAL,86,8 1/2,429,5
5130,A53160,5,DIRECIONAL,86,6 1/8,161,5
5131,HHDT10,1,DIRECIONAL,86,26,191,5
5132,HHDT10,2,DIRECIONAL,86,17 1/2,1332,5
5133,HHDT10,3,DIRECIONAL,86,12 1/4,950,5
5134,HHDT10,4,DIRECIONAL,86,8 1/2,388,5
5135,HHDT10,5,DIRECIONAL,86,6 1/2,179,5
5136,D569LI,1,DIRECIONAL,86,26,244,5
5137,D569LI,2,DIRECIONAL,86,17 1/2,1348,5
5138,D569LI,3,DIRECIONAL,86,12 1/4,1199,5
5139,D569LI,4,DIRECIONAL,86,8 1/2,446,5
5140,D569LI,5,DIRECIONAL,86,6 1/2,193,5
5141,T4G3AG,1,DIRECIONAL,86,26,272,5
5142,T4G3AG,2,DIRECIONAL,86,17 1/2,1292,5
5143,T4G3AG,3,DIRECIONAL,86,12 1/4,1221,5
5144,T4G3AG,4,DIRECIONAL,86,8 1/2,386,5
5145,T4G3AG,5,DIRECIONAL,86,6 1/2,187,5
5146,HTAM11,1,DIRECIONAL,86,26,195,5
5147,HTAM11,2,DIRECIONAL,86,17 1/2,1303,5
5148,HTAM11,3,DIRECIONAL,86,12 1/4,1042,5
5149,HTAM11,4,DIRECIONAL,86,8 1/2,383,5
5150,HTAM11,5,DIRECIONAL,86,6 1/2,175,5
5151,03CC15,1,DIRECIONAL,86,26,190,5
5152,03CC15,2,DIRECIONAL,86,17 1/2,1366,5
5153,03CC15,3,DIRECIONAL,86,12 1/4,1104,5
5154,03CC15,4,DIRECIONAL,86,8 1/2,403,5
5155,03CC15,5,DIRECIONAL,86,6 1/2,178,5
5156,8S41GI,1,DIRECIONAL,86,26,192,5
5157,8S41GI,2,DIRECIONAL,86,17 1/2,1562,5
5158,8S41GI,3,DIRECIONAL,86,12 1/4,1296,5
5159,8S41GI,4,DIRECIONAL,86,8 1/2,472,5
5160,8S41GI,5,DIRECIONAL,86,6 1/2,183,5
5161,0R08TO,1,HORIZONTAL,87,6 1/8,460,1
5162,H4FLFQ,1,HORIZONTAL,87,6 1/8,673,1
5163,R37351,1,HORIZONTAL,1010,12 1/4,928,2
5164,R37351,2,HORIZONTAL,1010,8 1/2,262,2
5165,W9XVC3,1,HORIZONTAL,1010,8 1/2,256,1
5166,ZHQIAL,1,HORIZONTAL,1065,12 1/4,673,2
5167,ZHQIAL,2,HORIZONTAL,1065,8 1/2,553,2
5168,M13HGN,1,HORIZONTAL,1010,12 1/4,1294,2
5169,M13HGN,2,HORIZONTAL,1010,8 1/2,229,2
5170,5YL02D,1,HORIZONTAL,1010,8 1/2,509,1
5171,VA4UPC,1,HORIZONTAL,1080,12 1/4,1126,2
5172,VA4UPC,2,HORIZONTAL,1080,8 1/2,804,2
5173,Y9QX2R,1,DIRECIONAL,1010,12 1/4,1284,1
5174,G88PTP,1,HORIZONTAL,990,12 1/4,1063,2
5175,G88PTP,2,HORIZONTAL,990,8 1/2,551,2
5176,PEF069,1,HORIZONTAL,990,8 1/2,795,1
5177,292T0S,1,DIRECIONAL,1098,16,690,2
5178,292T0S,2,DIRECIONAL,1098,12 1/4,1400,2
5179,GQ11ZC,1,HORIZONTAL,958,12 1/4,854,2
5180,GQ11ZC,2,HORIZONTAL,958,8 1/2,563,2
5181,2L827J,1,HORIZONTAL,958,8 1/2,532,1
5182,RB7NJ0,1,HORIZONTAL,1074,12 1/4,713,2
5183,RB7NJ0,2,HORIZONTAL,1074,8 1/2,600,2
5184,7D13A2,1,HORIZONTAL,964,12 1/4,684,2
5185,7D13A2,2,HORIZONTAL,964,8 1/2,620,2
5186,2B68B3,1,DIRECIONAL,1012,16,790,2
5187,2B68B3,2,DIRECIONAL,1012,12 1/4,1484,2
5188,N1U607,1,HORIZONTAL,1086,12 1/4,885,2
5189,N1U607,2,HORIZONTAL,1086,8 1/2,722,2
5190,4YF2DH,1,HORIZONTAL,1072,12 1/4,76,2
5191,4YF2DH,2,HORIZONTAL,1072,8 1/2,916,2
5192,R46Z46,1,HORIZONTAL,1031,12 1/4,59,2
5193,R46Z46,2,HORIZONTAL,1031,8 1/2,715,2
5194,6T80Z0,1,VERTICAL,1006,42,88,6
5195,6T80Z0,2,VERTICAL,1006,28,884,6
5196,6T80Z0,3,VERTICAL,1006,22,1044,6
5197,6T80Z0,4,VERTICAL,1006,16 1/2,731,6
5198,6T80Z0,5,VERTICAL,1006,12 1/4,555,6
5199,6T80Z0,6,VERTICAL,1006,8 1/2,389,6
5200,C27CHV,1,HORIZONTAL,953,12 1/4,1162,2
5201,C27CHV,2,HORIZONTAL,953,8 1/2,650,2
5202,E5UGCH,1,DIRECIONAL,114,26,51,4
5203,E5UGCH,2,DIRECIONAL,114,17 1/2,71,4
5204,E5UGCH,3,DIRECIONAL,114,26,208,4
5205,E5UGCH,4,DIRECIONAL,114,17 1/2,1674,4
5206,JV336A,1,DIRECIONAL,114,26,321,4
5207,JV336A,2,DIRECIONAL,114,17 1/2,1459,4
5208,JV336A,3,DIRECIONAL,114,12 1/4,430,4
5209,JV336A,4,DIRECIONAL,114,8 1/2,261,4
5210,H120XH,1,DIRECIONAL,114,26,339,3
5211,H120XH,2,DIRECIONAL,114,17 1/2,1590,3
5212,H120XH,3,DIRECIONAL,114,12 1/4,512,3
5213,4974XB,1,DIRECIONAL,114,26,339,4
5214,4974XB,2,DIRECIONAL,114,17 1/2,1745,4
5215,4974XB,3,DIRECIONAL,114,12 1/4,610,4
5216,4974XB,4,DIRECIONAL,114,8 1/2,169,4
5217,KLW7L4,1,DIRECIONAL,122,26,359,3
5218,KLW7L4,2,DIRECIONAL,122,12 1/4,1595,3
5219,KLW7L4,3,DIRECIONAL,122,8 1/2,534,3
5220,3WHUO8,1,HORIZONTAL,116,26,376,8
5221,3WHUO8,2,HORIZONTAL,116,17 1/2,1520,8
5222,3WHUO8,3,HORIZONTAL,116,12 1/4,626,8
5223,3WHUO8,4,HORIZONTAL,116,8 1/2,77,8
5224,3WHUO8,5,HORIZONTAL,116,8 15/32,18,8
5225,3WHUO8,6,HORIZONTAL,116,8 1/2,207,8
5226,3WHUO8,7,HORIZONTAL,116,8 15/32,9,8
5227,3WHUO8,8,HORIZONTAL,116,8 1/2,175,8
5228,2V33Y0,1,HORIZONTAL,121,12 1/4,1046,1
5229,OK5299,1,0,0,12 1/4,1665,1
5230,TREC86,1,0,0,12 1/4,120,2
5231,TREC86,2,0,0,8 1/2,1379,2
5232,428MRH,1,0,125,26,364,4
5233,428MRH,2,0,125,17 1/2,1094,4
5234,428MRH,3,0,125,12 1/4,1114,4
5235,428MRH,4,0,125,8 1/2,1537,4
5236,SVGL55,1,VERTICAL,122,36,51,3
5237,SVGL55,2,VERTICAL,122,17 1/2,1052,3
5238,SVGL55,3,VERTICAL,122,12 1/4,1025,3
5239,MD05B7,1,DIRECIONAL,118,26,264,8
5240,MD05B7,2,DIRECIONAL,118,17 1/2,645,8
5241,MD05B7,3,DIRECIONAL,118,12 1/4,797,8
5242,MD05B7,4,DIRECIONAL,118,8 1/2,79,8
5243,MD05B7,5,DIRECIONAL,118,8 15/32,9,8
5244,MD05B7,6,DIRECIONAL,118,8 1/2,173,8
5245,MD05B7,7,DIRECIONAL,118,8 15/32,9,8
5246,MD05B7,8,DIRECIONAL,118,8 1/2,35,8
5247,7IO5X8,1,DIRECIONAL,116,26,506,3
5248,7IO5X8,2,DIRECIONAL,116,12 1/4,1596,3
5249,7IO5X8,3,DIRECIONAL,116,8 1/2,663,3
5250,U7JOFH,1,VERTICAL,107,26,369,5
5251,U7JOFH,2,VERTICAL,107,12 1/4,1449,5
5252,U7JOFH,3,VERTICAL,107,8 1/2,77,5
5253,U7JOFH,4,VERTICAL,107,8 15/32,21,5
5254,U7JOFH,5,VERTICAL,107,8 1/2,377,5
5255,5B54J4,1,DIRECIONAL,117.5,26,355,3
5256,5B54J4,2,DIRECIONAL,117.5,12 1/4,1656,3
5257,5B54J4,3,DIRECIONAL,117.5,8 1/2,541,3
5258,R544M6,1,DIRECIONAL,118,26,318,3
5259,R544M6,2,DIRECIONAL,118,14 3/4,1529,3
5260,R544M6,3,DIRECIONAL,118,8 1/2,442,3
5261,G3020Q,1,DIRECIONAL,118,26,68,6
5262,G3020Q,2,DIRECIONAL,118,17 1/2,102,6
5263,G3020Q,3,DIRECIONAL,118,26,148,6
5264,G3020Q,4,DIRECIONAL,118,17 1/2,739,6
5265,G3020Q,5,DIRECIONAL,118,12 1/4,1177,6
5266,G3020Q,6,DIRECIONAL,118,8 1/2,665,6
5267,2F7860,1,DIRECIONAL,118,26,69,8
5268,2F7860,2,DIRECIONAL,118,17 1/2,93,8
5269,2F7860,3,DIRECIONAL,118,26,201,8
5270,2F7860,4,DIRECIONAL,118,14 3/4,1418,8
5271,2F7860,5,DIRECIONAL,118,8 1/2,233,8
5272,2F7860,6,DIRECIONAL,118,8 15/32,3,8
5273,2F7860,7,DIRECIONAL,118,8 1/2,105,8
5274,2F7860,8,DIRECIONAL,118,8 15/32,32,8
5275,FVTFIN,1,DIRECIONAL,116,26,68,6
5276,FVTFIN,2,DIRECIONAL,116,17 1/2,101,6
5277,FVTFIN,3,DIRECIONAL,116,26,143,6
5278,FVTFIN,4,DIRECIONAL,116,17 1/2,745,6
5279,FVTFIN,5,DIRECIONAL,116,12 1/4,1126,6
5280,FVTFIN,6,DIRECIONAL,116,8 1/2,619,6
5281,Y8AI81,1,DIRECIONAL,104,26,376,4
5282,Y8AI81,2,DIRECIONAL,104,17 1/2,852,4
5283,Y8AI81,3,DIRECIONAL,104,12 1/4,972,4
5284,Y8AI81,4,DIRECIONAL,104,8 1/2,606,4
5285,GL6ZWT,1,HORIZONTAL,869,26,424,4
5286,GL6ZWT,2,HORIZONTAL,869,16,1195,4
5287,GL6ZWT,3,HORIZONTAL,869,12 1/4,1420,4
5288,GL6ZWT,4,HORIZONTAL,869,8 1/2,431,4
5289,1I4S8Q,1,HORIZONTAL,820,17 1/2,988,3
5290,1I4S8Q,2,HORIZONTAL,820,12 1/4,1874,3
5291,1I4S8Q,3,HORIZONTAL,820,8 1/2,307,3
5292,0ULB2U,1,HORIZONTAL,864,17 1/2,934,3
5293,0ULB2U,2,HORIZONTAL,864,12 1/4,1911,3
5294,0ULB2U,3,HORIZONTAL,864,8 1/2,597,3
5295,8595VL,1,VERTICAL,837,17 1/2,1338,2
5296,8595VL,2,VERTICAL,837,12 1/4,1155,2
5297,HH0PC1,1,HORIZONTAL,1429,14 3/4,166,2
5298,HH0PC1,2,HORIZONTAL,1429,9 1/2,853,2
5299,I8260Z,1,HORIZONTAL,1340,14 3/4,1765,2
5300,I8260Z,2,HORIZONTAL,1340,9 1/2,889,2
5301,633R2T,1,HORIZONTAL,1373,14 3/4,390,3
5302,633R2T,2,HORIZONTAL,1373,12,0,3
5303,633R2T,3,HORIZONTAL,1373,9 1/2,780,3
5304,YS6142,1,HORIZONTAL,1454,14 3/4,241,2
5305,YS6142,2,HORIZONTAL,1454,9 1/2,904,2
5306,AJQ0UU,1,HORIZONTAL,1338,14 3/4,284,2
5307,AJQ0UU,2,HORIZONTAL,1338,9 1/2,840,2
5308,6O75X4,1,HORIZONTAL,1263,36,63,5
5309,6O75X4,2,HORIZONTAL,1263,26,613,5
5310,6O75X4,3,HORIZONTAL,1263,16,828,5
5311,6O75X4,4,HORIZONTAL,1263,12 1/4,1602,5
5312,6O75X4,5,HORIZONTAL,1263,8 1/2,1278,5
5313,U11X46,1,DIRECIONAL,1403,30,33,3
5314,U11X46,2,DIRECIONAL,1403,17 1/2,949,3
5315,U11X46,3,DIRECIONAL,1403,12 1/4,1682,3
5316,1HP7F7,1,DIRECIONAL,865,17 1/2,1120,3
5317,1HP7F7,2,DIRECIONAL,865,12 1/4,918,3
5318,1HP7F7,3,DIRECIONAL,865,8 1/2,924,3
5319,F680WL,1,HORIZONTAL,824,17 1/2,1347,4
5320,F680WL,2,HORIZONTAL,824,12 1/4,1249,4
5321,F680WL,3,HORIZONTAL,824,8 1/2,61,4
5322,F680WL,4,HORIZONTAL,824,12 1/4,933,4
5323,IL5MAQ,1,HORIZONTAL,0,12 1/4,477,2
5324,IL5MAQ,2,HORIZONTAL,0,8 1/2,81,2
5325,5V1226,1,HORIZONTAL,0,8 1/2,499,1
5326,1RBPUB,1,HORIZONTAL,0,8 1/2,746,1
5327,O7CW73,1,HORIZONTAL,0,12 1/4,582,2
5328,O7CW73,2,HORIZONTAL,0,8 1/2,560,2
5329,WJUYDA,1,HORIZONTAL,0,12 1/4,223,2
5330,WJUYDA,2,HORIZONTAL,0,8 1/2,674,2
5331,8WBV04,1,HORIZONTAL,0,17 1/2,452,2
5332,8WBV04,2,HORIZONTAL,0,12 1/4,508,2
5333,FMOH3P,1,HORIZONTAL,0,8 1/2,330,1
5334,1T0LTE,1,HORIZONTAL,0,8 1/2,520,1
5335,0L0GV1,1,HORIZONTAL,0,8 1/2,485,1
5336,4J6UZ2,1,HORIZONTAL,0,17 1/2,280,3
5337,4J6UZ2,2,HORIZONTAL,0,12 1/4,807,3
5338,4J6UZ2,3,HORIZONTAL,0,8 1/2,516,3
5339,Q877G0,1,HORIZONTAL,0,8 1/2,306,1
5340,55PB2N,1,HORIZONTAL,0,8 1/2,388,1
5341,53RLR8,1,HORIZONTAL,0,8 1/2,800,1
5342,79U889,1,HORIZONTAL,0,8 1/2,464,1
5343,W706LR,1,HORIZONTAL,1473,26,35,5
5344,W706LR,2,HORIZONTAL,1473,20,833,5
5345,W706LR,3,HORIZONTAL,1473,14 3/4,1232,5
5346,W706LR,4,HORIZONTAL,1473,12 1/4,343,5
5347,W706LR,5,HORIZONTAL,1473,8 1/2,952,5
5348,4UXT9A,1,HORIZONTAL,1473,8 1/2,998,1
5349,6L4469,1,HORIZONTAL,1383,17 1/2,1042,3
5350,6L4469,2,HORIZONTAL,1383,12 1/4,1668,3
5351,6L4469,3,HORIZONTAL,1383,8 1/2,855,3
5352,F9F0VP,1,HORIZONTAL,1382,17 1/2,1007,3
5353,F9F0VP,2,HORIZONTAL,1382,12 1/4,1658,3
5354,F9F0VP,3,HORIZONTAL,1382,8 1/2,798,3
5355,49064N,1,HORIZONTAL,1382,8 1/2,861,1
5356,10VQ2Q,1,HORIZONTAL,1429,26,38,5
